School Name,Longitude,Latitude,year
National University of Singapore,103.770318246952,1.29944746821964,1970-01-01 00:00:00.000001905
Dazhong Primary School,103.74847210784,1.3591797447277,1970-01-01 00:00:00.000002017
Yishun Primary School,103.834087115915,1.43338602975674,1970-01-01 00:00:00.000001924
Kuo Chuan Presbyterian Secondary School,103.854983746416,1.35017129930314,1970-01-01 00:00:00.000001924
Bukit View Primary School,103.75366641455,1.34586054788695,1970-01-01 00:00:00.000001986
Zhonghua Primary School,103.869712517383,1.36026072476019,1970-01-01 00:00:00.000001956
River Valley High School,103.709022156436,1.34407801149725,1970-01-01 00:00:00.000001984
Peicai Secondary School,103.870010749055,1.35951583222214,1970-01-01 00:00:00.000001984
Beacon Primary School,103.773632022975,1.38394936211823,1970-01-01 00:00:00.000002007
Woodlands Ring Primary School,103.797435733144,1.43495229315857,1970-01-01 00:00:00.000002001
Gongshang Primary School,103.949144797277,1.35711606790292,1970-01-01 00:00:00.000001920
ITE College Central (Yishun),103.955050784776,1.3343869142524,1970-01-01 00:00:00.000002013
Changkat Primary School,103.952273949753,1.33997334692002,1970-01-01 00:00:00.000001965
Institute of Materials Research and Engineering,103.788669212118,1.29835062451467,1970-01-01 00:00:00.000001996
South View Primary School,103.746275846011,1.38166664389749,1970-01-01 00:00:00.000001990
St. Andrew's Junior School,103.865117134385,1.33140255308868,1970-01-01 00:00:00.000001862
Pei Tong Primary School,103.767599818844,1.31619786415976,1970-01-01 00:00:00.000001948
Hwa Chong International School,103.801479465233,1.32507540976081,1970-01-01 00:00:00.000002005
Zhenghua Secondary School,103.765510638527,1.38836583415352,1970-01-01 00:00:00.000001963
Dunman Secondary School,103.956213906966,1.36065258337022,1970-01-01 00:00:00.000001981
Bedok North Secondary School,103.941977166932,1.33466313498855,1970-01-01 00:00:00.000001981
ITE College Central (Bishan),103.955050784776,1.3343869142524,1970-01-01 00:00:00.000001989
Loyang Secondary School,103.956944585725,1.36658417167238,1970-01-01 00:00:00.000001966
Yio Chu Kang Secondary School,103.84213696352,1.37797597740925,1970-01-01 00:00:00.000001966
Yumin Primary School,103.950551091373,1.35131569890862,1970-01-01 00:00:00.000001933
St. Patrick's School,103.917638193713,1.30788341871801,1970-01-01 00:00:00.000001933
Bukit Panjang Primary School,103.769374904025,1.37362179302436,1970-01-01 00:00:00.000001887
Methodist Girls' School (Secondary),103.885120050588,1.35096755912522,1970-01-01 00:00:00.000001887
Paya Lebar Methodist Girls' School (Primary),103.884971343143,1.34947276268396,1970-01-01 00:00:00.000001986
Marymount Convent School,103.840021064426,1.34036676987375,1970-01-01 00:00:00.000002001
Jurong West Secondary School,103.702098904443,1.33525634688323,1970-01-01 00:00:00.000001933
CHIJ St. Nicholas Girls' School,103.834253269436,1.37347687878916,1970-01-01 00:00:00.000001933
St. Anthony's Canossian Primary School,103.941234868202,1.3347253730189,1970-01-01 00:00:00.000001879
Dover Court Preparatory School,103.779968933626,1.30566222975746,1970-01-01 00:00:00.000001987
Riverside Secondary School,103.78830823641,1.44110157139127,1970-01-01 00:00:00.000001987
Wellington Primary School,103.822303719094,1.45192019155475,1970-01-01 00:00:00.000001993
Jurongville Secondary School,103.728907710089,1.35128862770284,1970-01-01 00:00:00.000001993
Assumption Pathway School,103.765959130581,1.3696707043227,1970-01-01 00:00:00.000001938
ITE College Central (MacPherson),103.955050784776,1.3343869142524,1970-01-01 00:00:00.000001953
Beatty Secondary School,103.852280842345,1.341790284928,1970-01-01 00:00:00.000001953
DPS International School Singapore,103.883467850758,1.35444281024317,1970-01-01 00:00:00.000001854
CHIJ Secondary (Toa Payoh),103.843271625083,1.33246079948303,1970-01-01 00:00:00.000001854
LASALLE College of the Arts,103.851555423118,1.30285513520934,1970-01-01 00:00:00.000001986
Yishun Secondary School,103.828764316679,1.42813324276086,1970-01-01 00:00:00.000001986
North Vista Primary School,103.895961877928,1.38282243016299,1970-01-01 00:00:00.000002023
Greenridge Secondary School,103.763998914082,1.375600053443,1970-01-01 00:00:00.000001965
New Town Secondary School,103.77318863421,1.30977590011357,1970-01-01 00:00:00.000001986
Fuchun Secondary School,103.777625748539,1.43070452883799,1970-01-01 00:00:00.000001978
Yuan Ching Secondary School,103.72089870437,1.34200635764467,1970-01-01 00:00:00.000001978
Mayflower Primary School,103.843165756947,1.37639873282244,1970-01-01 00:00:00.000001930
CHIJ Katong Convent,103.917144350028,1.30644268034894,1970-01-01 00:00:00.000002000
Canberra Secondary School,103.814203583818,1.45319086315972,1970-01-01 00:00:00.000002000
Anderson Primary School,103.841392081119,1.38426429436736,1970-01-01 00:00:00.000002000
Pasir Ris Crest Secondary School,103.959728202919,1.37284060102246,1970-01-01 00:00:00.000002000
Fernvale Primary School,103.874445458032,1.39030227963797,1970-01-01 00:00:00.000001984
Victoria Junior College,103.919982704149,1.30670174177479,1970-01-01 00:00:00.000001984
Elias Park Primary School,103.945128117139,1.37451269377776,1970-01-01 00:00:00.000001997
North Spring Primary School,103.903202683028,1.38706146494859,1970-01-01 00:00:00.000002000
Bukit Timah Primary School,103.766855344779,1.3377498622588,1970-01-01 00:00:00.000002001
Damai Primary School,103.921270169613,1.33546106800406,1970-01-01 00:00:00.000001984
Gan Eng Seng Primary School,103.815547410064,1.28559516494962,1970-01-01 00:00:00.000002002
SIM University,103.682729784669,1.34823345690831,1970-01-01 00:00:00.000001823
Raffles Institution,103.844238724617,1.34610699067776,1970-01-01 00:00:00.000001823
Qifa Primary School,103.756743261958,1.31325113867272,1970-01-01 00:00:00.000001985
Pasir Ris Secondary School,103.959728202919,1.37284060102246,1970-01-01 00:00:00.000001964
Tanglin Secondary School,103.758158358303,1.30970169234123,1970-01-01 00:00:00.000001964
ITE College Central (Tampines),103.955050784776,1.3343869142524,1970-01-01 00:00:00.000002012
Xingnan Primary School,103.687588478681,1.34270639669225,1970-01-01 00:00:00.000001852
St. Joseph's Institution,103.845633334522,1.31781476118551,1970-01-01 00:00:00.000001957
Punggol Secondary School,103.909213706482,1.40205738421399,1970-01-01 00:00:00.000001957
Xinghua Primary School,103.890472887906,1.35790893589535,1970-01-01 00:00:00.000001930
Haig Girls' School,103.902902557195,1.31194344271383,1970-01-01 00:00:00.000001951
Yangzheng Primary School,103.868595527042,1.34864575840923,1970-01-01 00:00:00.000001905
ITE College Central (Bedok),103.955050784776,1.3343869142524,1970-01-01 00:00:00.000001956
Crescent Girls' School,103.817544461755,1.29331947077104,1970-01-01 00:00:00.000001956
Tanjong Katong Primary School,103.900092702031,1.30524084264265,1970-01-01 00:00:00.000002001
West Grove Primary School,103.699286360581,1.3448790560014,1970-01-01 00:00:00.000002003
CHIJ (Katong) Primary,103.911105620496,1.30648535277087,1970-01-01 00:00:00.000001952
Christ Church Secondary School,103.793451105242,1.42656780901455,1970-01-01 00:00:00.000001952
Northland Primary School,103.840928424929,1.42096989918951,1970-01-01 00:00:00.000001988
Innova Primary School,103.790607539185,1.42896700684852,1970-01-01 00:00:00.000002006
Greendale Secondary School,103.91170014084,1.39696019936894,1970-01-01 00:00:00.000001980
Temasek Secondary School,103.947564112022,1.31591673150616,1970-01-01 00:00:00.000001980
Fairfield Methodist School (Primary),103.785438270044,1.30054082453424,1970-01-01 00:00:00.000001888
Edgefield Primary School,103.907430523653,1.40029783011552,1970-01-01 00:00:00.000001992
Chua Chu Kang Secondary School,103.751878290333,1.38319029263484,1970-01-01 00:00:00.000001992
River Valley Primary School,103.835815165829,1.2942232846169,1970-01-01 00:00:00.000001985
Xishan Primary School,103.837755319448,1.43347186925064,1970-01-01 00:00:00.000001862
St. Andrew's Secondary School,103.866249138562,1.33069360968075,1970-01-01 00:00:00.000001862
Huamin Primary School,103.844209671353,1.42695886300879,1970-01-01 00:00:00.000001945
Mee Toh School,103.908589494228,1.3946184538592,1970-01-01 00:00:00.000001979
Ang Mo Kio Secondary School,103.842154973672,1.36733710171069,1970-01-01 00:00:00.000001979
Compassvale Primary School,103.897812229905,1.39444529636566,1970-01-01 00:00:00.000001953
Assumption English School,103.766687526556,1.36838160662857,1970-01-01 00:00:00.000001953
Yuying Secondary School,103.890194755287,1.35713595302467,1970-01-01 00:00:00.000001985
Casuarina Primary School,103.957020286115,1.37246063927999,1970-01-01 00:00:00.000001957
Naval Base Secondary School,103.831050390247,1.41937881620441,1970-01-01 00:00:00.000001987
Guangyang Secondary School,103.850208933626,1.34440856042912,1970-01-01 00:00:00.000001987
Jing Shan Primary School,103.852132214306,1.37223290983498,1970-01-01 00:00:00.000001944
MINDS Towner Gardens School,103.913303333039,1.32620176266244,1970-01-01 00:00:00.000001935
Catholic High School,103.844874676599,1.3547230747166,1970-01-01 00:00:00.000002000
Compassvale Secondary School,103.899847164494,1.39614083952009,1970-01-01 00:00:00.000002000
West View Primary School,103.760273432258,1.38378546546228,1970-01-01 00:00:00.000001998
St. Gabriel's Primary School,103.862561037707,1.34947192653862,1970-01-01 00:00:00.000001986
Bukit View Secondary School,103.752226593984,1.3457330554294,1970-01-01 00:00:00.000001986
Pioneer Primary School,103.687769623983,1.33902264667589,1970-01-01 00:00:00.000001994
Hong Kah Secondary School,103.727083852629,1.35166667056342,1970-01-01 00:00:00.000001947
Madrasah Al-Irsyad Al-Islamiah,103.851907845969,1.34264524949174,1970-01-01 00:00:00.000001986
Yishun Town Secondary School,103.838094226361,1.43232156717386,1970-01-01 00:00:00.000001986
Queenstown Primary School,103.807548617332,1.29559365009015,1970-01-01 00:00:00.000001958
Maris Stella High School,103.877852484979,1.34139473351039,1970-01-01 00:00:00.000001958
Canberra Primary School,103.815858858929,1.45125024371543,1970-01-01 00:00:00.000002000
